Index,ProblemSize,ThreadsPerBlock,NumBlocks,Alignment
2221,9133,304,5,bad
2222,9133,304,8,bad
2223,9133,304,13,bad
2224,9133,304,23,bad
2225,9133,304,47,bad
2226,9133,304,126,bad
2227,9133,304,179,bad
2228,9133,304,227,bad
2229,9133,304,348,bad
2230,9133,304,848,bad
2231,9133,288,5,good
2232,9133,288,8,good
2233,9133,288,13,good
2234,9133,288,23,good
2235,9133,288,47,good
2236,9133,288,126,good
2237,9133,288,179,good
2238,9133,288,227,good
2239,9133,288,348,good
2240,9133,288,848,good
2241,9133,768,5,good
2242,9133,768,8,good
2243,9133,768,13,good
2244,9133,768,23,good
2245,9133,768,47,good
2246,9133,768,126,good
2247,9133,768,179,good
2248,9133,768,227,good
2249,9133,768,348,good
2250,9133,768,848,good
2251,9133,960,5,good
2252,9133,960,8,good
2253,9133,960,13,good
2254,9133,960,23,good
2255,9133,960,47,good
2256,9133,960,126,good
2257,9133,960,179,good
2258,9133,960,227,good
2259,9133,960,348,good
2260,9133,960,848,good
2261,9133,215,5,bad
2262,9133,215,8,bad
2263,9133,215,13,bad
2264,9133,215,23,bad
2265,9133,215,47,bad
2266,9133,215,126,bad
2267,9133,215,179,bad
2268,9133,215,227,bad
2269,9133,215,348,bad
2270,9133,215,848,bad
2271,9133,160,5,good
2272,9133,160,8,good
2273,9133,160,13,good
2274,9133,160,23,good
2275,9133,160,47,good
2276,9133,160,126,good
2277,9133,160,179,good
2278,9133,160,227,good
2279,9133,160,348,good
2280,9133,160,848,good
2281,9133,247,5,bad
2282,9133,247,8,bad
2283,9133,247,13,bad
2284,9133,247,23,bad
2285,9133,247,47,bad
2286,9133,247,126,bad
2287,9133,247,179,bad
2288,9133,247,227,bad
2289,9133,247,348,bad
2290,9133,247,848,bad
2291,9133,640,5,good
2292,9133,640,8,good
2293,9133,640,13,good
2294,9133,640,23,good
2295,9133,640,47,good
2296,9133,640,126,good
2297,9133,640,179,good
2298,9133,640,227,good
2299,9133,640,348,good
2300,9133,640,848,good
2301,10392,580,5,bad
2302,10392,580,8,bad
2303,10392,580,13,bad
2304,10392,580,23,bad
2305,10392,580,47,bad
2306,10392,580,126,bad
2307,10392,580,179,bad
2308,10392,580,227,bad
2309,10392,580,348,bad
2310,10392,580,848,bad
2311,10392,553,5,bad
2312,10392,553,8,bad
2313,10392,553,13,bad
2314,10392,553,23,bad
2315,10392,553,47,bad
2316,10392,553,126,bad
2317,10392,553,179,bad
2318,10392,553,227,bad
2319,10392,553,348,bad
2320,10392,553,848,bad
2321,10392,304,5,bad
2322,10392,304,8,bad
2323,10392,304,13,bad
2324,10392,304,23,bad
2325,10392,304,47,bad
2326,10392,304,126,bad
2327,10392,304,179,bad
2328,10392,304,227,bad
2329,10392,304,348,bad
2330,10392,304,848,bad
2331,10392,288,5,good
2332,10392,288,8,good
2333,10392,288,13,good
2334,10392,288,23,good
2335,10392,288,47,good
2336,10392,288,126,good
2337,10392,288,179,good
2338,10392,288,227,good
2339,10392,288,348,good
2340,10392,288,848,good
2341,10392,768,5,good
2342,10392,768,8,good
2343,10392,768,13,good
2344,10392,768,23,good
2345,10392,768,47,good
2346,10392,768,126,good
2347,10392,768,179,good
2348,10392,768,227,good
2349,10392,768,348,good
2350,10392,768,848,good
2351,10392,960,5,good
2352,10392,960,8,good
2353,10392,960,13,good
2354,10392,960,23,good
2355,10392,960,47,good
2356,10392,960,126,good
2357,10392,960,179,good
2358,10392,960,227,good
2359,10392,960,348,good
2360,10392,960,848,good
2361,10392,215,5,bad
2362,10392,215,8,bad
2363,10392,215,13,bad
2364,10392,215,23,bad
2365,10392,215,47,bad
2366,10392,215,126,bad
2367,10392,215,179,bad
2368,10392,215,227,bad
2369,10392,215,348,bad
2370,10392,215,848,bad
2371,10392,160,5,good
2372,10392,160,8,good
2373,10392,160,13,good
2374,10392,160,23,good
2375,10392,160,47,good
2376,10392,160,126,good
2377,10392,160,179,good
2378,10392,160,227,good
2379,10392,160,348,good
2380,10392,160,848,good
2381,10392,247,5,bad
2382,10392,247,8,bad
2383,10392,247,13,bad
2384,10392,247,23,bad
2385,10392,247,47,bad
2386,10392,247,126,bad
2387,10392,247,179,bad
2388,10392,247,227,bad
2389,10392,247,348,bad
2390,10392,247,848,bad
2391,10392,640,5,good
2392,10392,640,8,good
2393,10392,640,13,good
2394,10392,640,23,good
2395,10392,640,47,good
2396,10392,640,126,good
2397,10392,640,179,good
2398,10392,640,227,good
2399,10392,640,348,good
2400,10392,640,848,good
2401,11192,580,5,bad
2402,11192,580,8,bad
2403,11192,580,13,bad
2404,11192,580,23,bad
2405,11192,580,47,bad
2406,11192,580,126,bad
2407,11192,580,179,bad
2408,11192,580,227,bad
2409,11192,580,348,bad
2410,11192,580,848,bad
2411,11192,553,5,bad
2412,11192,553,8,bad
2413,11192,553,13,bad
2414,11192,553,23,bad
2415,11192,553,47,bad
2416,11192,553,126,bad
2417,11192,553,179,bad
2418,11192,553,227,bad
2419,11192,553,348,bad
2420,11192,553,848,bad
2421,11192,304,5,bad
2422,11192,304,8,bad
2423,11192,304,13,bad
2424,11192,304,23,bad
2425,11192,304,47,bad
2426,11192,304,126,bad
2427,11192,304,179,bad
2428,11192,304,227,bad
2429,11192,304,348,bad
2430,11192,304,848,bad
2431,11192,288,5,good
2432,11192,288,8,good
2433,11192,288,13,good
2434,11192,288,23,good
2435,11192,288,47,good
2436,11192,288,126,good
2437,11192,288,179,good
2438,11192,288,227,good
2439,11192,288,348,good
2440,11192,288,848,good
2441,11192,768,5,good
2442,11192,768,8,good
2443,11192,768,13,good
2444,11192,768,23,good
2445,11192,768,47,good
2446,11192,768,126,good
2447,11192,768,179,good
2448,11192,768,227,good
2449,11192,768,348,good
2450,11192,768,848,good
2451,11192,960,5,good
2452,11192,960,8,good
2453,11192,960,13,good
2454,11192,960,23,good
2455,11192,960,47,good
2456,11192,960,126,good
2457,11192,960,179,good
2458,11192,960,227,good
2459,11192,960,348,good
2460,11192,960,848,good
2461,11192,215,5,bad
2462,11192,215,8,bad
2463,11192,215,13,bad
2464,11192,215,23,bad
2465,11192,215,47,bad
2466,11192,215,126,bad
2467,11192,215,179,bad
2468,11192,215,227,bad
2469,11192,215,348,bad
2470,11192,215,848,bad
2471,11192,160,5,good
2472,11192,160,8,good
2473,11192,160,13,good
2474,11192,160,23,good
2475,11192,160,47,good
2476,11192,160,126,good
2477,11192,160,179,good
2478,11192,160,227,good
2479,11192,160,348,good
2480,11192,160,848,good
2481,11192,247,5,bad
2482,11192,247,8,bad
2483,11192,247,13,bad
2484,11192,247,23,bad
2485,11192,247,47,bad
2486,11192,247,126,bad
2487,11192,247,179,bad
2488,11192,247,227,bad
2489,11192,247,348,bad
2490,11192,247,848,bad
2491,11192,640,5,good
2492,11192,640,8,good
2493,11192,640,13,good
2494,11192,640,23,good
2495,11192,640,47,good
2496,11192,640,126,good
2497,11192,640,179,good
2498,11192,640,227,good
2499,11192,640,348,good
2500,11192,640,848,good
2501,11312,580,5,bad
2502,11312,580,8,bad
2503,11312,580,13,bad
2504,11312,580,23,bad
2505,11312,580,47,bad
2506,11312,580,126,bad
2507,11312,580,179,bad
2508,11312,580,227,bad
2509,11312,580,348,bad
2510,11312,580,848,bad
2511,11312,553,5,bad
2512,11312,553,8,bad
2513,11312,553,13,bad
2514,11312,553,23,bad
2515,11312,553,47,bad
2516,11312,553,126,bad
2517,11312,553,179,bad
2518,11312,553,227,bad
2519,11312,553,348,bad
2520,11312,553,848,bad
2521,11312,304,5,bad
2522,11312,304,8,bad
2523,11312,304,13,bad
2524,11312,304,23,bad
2525,11312,304,47,bad
2526,11312,304,126,bad
2527,11312,304,179,bad
2528,11312,304,227,bad
2529,11312,304,348,bad
2530,11312,304,848,bad
2531,11312,288,5,good
2532,11312,288,8,good
2533,11312,288,13,good
2534,11312,288,23,good
2535,11312,288,47,good
2536,11312,288,126,good
2537,11312,288,179,good
2538,11312,288,227,good
2539,11312,288,348,good
2540,11312,288,848,good
2541,11312,768,5,good
2542,11312,768,8,good
2543,11312,768,13,good
2544,11312,768,23,good
2545,11312,768,47,good
2546,11312,768,126,good
2547,11312,768,179,good
2548,11312,768,227,good
2549,11312,768,348,good
2550,11312,768,848,good
2551,11312,960,5,good
2552,11312,960,8,good
2553,11312,960,13,good
2554,11312,960,23,good
2555,11312,960,47,good
2556,11312,960,126,good
2557,11312,960,179,good
2558,11312,960,227,good
2559,11312,960,348,good
2560,11312,960,848,good
2561,11312,215,5,bad
2562,11312,215,8,bad
2563,11312,215,13,bad
2564,11312,215,23,bad
2565,11312,215,47,bad
2566,11312,215,126,bad
2567,11312,215,179,bad
2568,11312,215,227,bad
2569,11312,215,348,bad
2570,11312,215,848,bad
2571,11312,160,5,good
2572,11312,160,8,good
2573,11312,160,13,good
2574,11312,160,23,good
2575,11312,160,47,good
2576,11312,160,126,good
2577,11312,160,179,good
2578,11312,160,227,good
2579,11312,160,348,good
2580,11312,160,848,good
2581,11312,247,5,bad
2582,11312,247,8,bad
2583,11312,247,13,bad
2584,11312,247,23,bad
2585,11312,247,47,bad
2586,11312,247,126,bad
2587,11312,247,179,bad
2588,11312,247,227,bad
2589,11312,247,348,bad
2590,11312,247,848,bad
2591,11312,640,5,good
2592,11312,640,8,good
2593,11312,640,13,good
2594,11312,640,23,good
2595,11312,640,47,good
2596,11312,640,126,good
2597,11312,640,179,good
2598,11312,640,227,good
2599,11312,640,348,good
2600,11312,640,848,good
2601,11735,580,5,bad
2602,11735,580,8,bad
2603,11735,580,13,bad
2604,11735,580,23,bad
2605,11735,580,47,bad
2606,11735,580,126,bad
2607,11735,580,179,bad
2608,11735,580,227,bad
2609,11735,580,348,bad
2610,11735,580,848,bad
2611,11735,553,5,bad
2612,11735,553,8,bad
2613,11735,553,13,bad
2614,11735,553,23,bad
2615,11735,553,47,bad
2616,11735,553,126,bad
2617,11735,553,179,bad
2618,11735,553,227,bad
2619,11735,553,348,bad
2620,11735,553,848,bad
2621,11735,304,5,bad
2622,11735,304,8,bad
2623,11735,304,13,bad
2624,11735,304,23,bad
2625,11735,304,47,bad
2626,11735,304,126,bad
2627,11735,304,179,bad
2628,11735,304,227,bad
2629,11735,304,348,bad
2630,11735,304,848,bad
2631,11735,288,5,good
2632,11735,288,8,good
2633,11735,288,13,good
2634,11735,288,23,good
2635,11735,288,47,good
2636,11735,288,126,good
2637,11735,288,179,good
2638,11735,288,227,good
2639,11735,288,348,good
2640,11735,288,848,good
2641,11735,768,5,good
2642,11735,768,8,good
2643,11735,768,13,good
2644,11735,768,23,good
2645,11735,768,47,good
2646,11735,768,126,good
2647,11735,768,179,good
2648,11735,768,227,good
2649,11735,768,348,good
2650,11735,768,848,good
2651,11735,960,5,good
2652,11735,960,8,good
2653,11735,960,13,good
2654,11735,960,23,good
2655,11735,960,47,good
2656,11735,960,126,good
2657,11735,960,179,good
2658,11735,960,227,good
2659,11735,960,348,good
2660,11735,960,848,good
2661,11735,215,5,bad
2662,11735,215,8,bad
2663,11735,215,13,bad
2664,11735,215,23,bad
2665,11735,215,47,bad
2666,11735,215,126,bad
2667,11735,215,179,bad
2668,11735,215,227,bad
2669,11735,215,348,bad
2670,11735,215,848,bad
2671,11735,160,5,good
2672,11735,160,8,good
2673,11735,160,13,good
2674,11735,160,23,good
2675,11735,160,47,good
2676,11735,160,126,good
2677,11735,160,179,good
2678,11735,160,227,good
2679,11735,160,348,good
2680,11735,160,848,good
2681,11735,247,5,bad
2682,11735,247,8,bad
2683,11735,247,13,bad
2684,11735,247,23,bad
2685,11735,247,47,bad
2686,11735,247,126,bad
2687,11735,247,179,bad
2688,11735,247,227,bad
2689,11735,247,348,bad
2690,11735,247,848,bad
2691,11735,640,5,good
2692,11735,640,8,good
2693,11735,640,13,good
2694,11735,640,23,good
2695,11735,640,47,good
2696,11735,640,126,good
2697,11735,640,179,good
2698,11735,640,227,good
2699,11735,640,348,good
2700,11735,640,848,good
2701,11925,580,5,bad
2702,11925,580,8,bad
2703,11925,580,13,bad
2704,11925,580,23,bad
2705,11925,580,47,bad
2706,11925,580,126,bad
2707,11925,580,179,bad
2708,11925,580,227,bad
2709,11925,580,348,bad
2710,11925,580,848,bad
2711,11925,553,5,bad
2712,11925,553,8,bad
2713,11925,553,13,bad
2714,11925,553,23,bad
2715,11925,553,47,bad
2716,11925,553,126,bad
2717,11925,553,179,bad
2718,11925,553,227,bad
2719,11925,553,348,bad
2720,11925,553,848,bad
2721,11925,304,5,bad
2722,11925,304,8,bad
2723,11925,304,13,bad
2724,11925,304,23,bad
2725,11925,304,47,bad
2726,11925,304,126,bad
2727,11925,304,179,bad
2728,11925,304,227,bad
2729,11925,304,348,bad
2730,11925,304,848,bad
2731,11925,288,5,good
2732,11925,288,8,good
2733,11925,288,13,good
2734,11925,288,23,good
2735,11925,288,47,good
2736,11925,288,126,good
2737,11925,288,179,good
2738,11925,288,227,good
2739,11925,288,348,good
2740,11925,288,848,good
2741,11925,768,5,good
2742,11925,768,8,good
2743,11925,768,13,good
2744,11925,768,23,good
2745,11925,768,47,good
2746,11925,768,126,good
2747,11925,768,179,good
2748,11925,768,227,good
2749,11925,768,348,good
2750,11925,768,848,good
2751,11925,960,5,good
2752,11925,960,8,good
2753,11925,960,13,good
2754,11925,960,23,good
2755,11925,960,47,good
2756,11925,960,126,good
2757,11925,960,179,good
2758,11925,960,227,good
2759,11925,960,348,good
2760,11925,960,848,good
2761,11925,215,5,bad
2762,11925,215,8,bad
2763,11925,215,13,bad
2764,11925,215,23,bad
2765,11925,215,47,bad
2766,11925,215,126,bad
2767,11925,215,179,bad
2768,11925,215,227,bad
2769,11925,215,348,bad
2770,11925,215,848,bad
2771,11925,160,5,good
2772,11925,160,8,good
2773,11925,160,13,good
2774,11925,160,23,good
2775,11925,160,47,good
2776,11925,160,126,good
2777,11925,160,179,good
2778,11925,160,227,good
2779,11925,160,348,good
2780,11925,160,848,good
2781,11925,247,5,bad
2782,11925,247,8,bad
2783,11925,247,13,bad
2784,11925,247,23,bad
2785,11925,247,47,bad
2786,11925,247,126,bad
2787,11925,247,179,bad
2788,11925,247,227,bad
2789,11925,247,348,bad
2790,11925,247,848,bad
2791,11925,640,5,good
2792,11925,640,8,good
2793,11925,640,13,good
2794,11925,640,23,good
2795,11925,640,47,good
2796,11925,640,126,good
2797,11925,640,179,good
2798,11925,640,227,good
2799,11925,640,348,good
2800,11925,640,848,good
2801,12453,580,5,bad
2802,12453,580,8,bad
2803,12453,580,13,bad
2804,12453,580,23,bad
2805,12453,580,47,bad
2806,12453,580,126,bad
2807,12453,580,179,bad
2808,12453,580,227,bad
2809,12453,580,348,bad
2810,12453,580,848,bad
2811,12453,553,5,bad
2812,12453,553,8,bad
2813,12453,553,13,bad
2814,12453,553,23,bad
2815,12453,553,47,bad
2816,12453,553,126,bad
2817,12453,553,179,bad
2818,12453,553,227,bad
2819,12453,553,348,bad
2820,12453,553,848,bad
2821,12453,304,5,bad
2822,12453,304,8,bad
2823,12453,304,13,bad
2824,12453,304,23,bad
2825,12453,304,47,bad
2826,12453,304,126,bad
2827,12453,304,179,bad
2828,12453,304,227,bad
2829,12453,304,348,bad
2830,12453,304,848,bad
2831,12453,288,5,good
2832,12453,288,8,good
2833,12453,288,13,good
2834,12453,288,23,good
2835,12453,288,47,good
2836,12453,288,126,good
2837,12453,288,179,good
2838,12453,288,227,good
2839,12453,288,348,good
2840,12453,288,848,good
2841,12453,768,5,good
2842,12453,768,8,good
2843,12453,768,13,good
2844,12453,768,23,good
2845,12453,768,47,good
2846,12453,768,126,good
2847,12453,768,179,good
2848,12453,768,227,good
2849,12453,768,348,good
2850,12453,768,848,good
2851,12453,960,5,good
2852,12453,960,8,good
2853,12453,960,13,good
2854,12453,960,23,good
2855,12453,960,47,good
2856,12453,960,126,good
2857,12453,960,179,good
2858,12453,960,227,good
2859,12453,960,348,good
2860,12453,960,848,good
2861,12453,215,5,bad
2862,12453,215,8,bad
2863,12453,215,13,bad
2864,12453,215,23,bad
2865,12453,215,47,bad
2866,12453,215,126,bad
2867,12453,215,179,bad
2868,12453,215,227,bad
2869,12453,215,348,bad
2870,12453,215,848,bad
2871,12453,160,5,good
2872,12453,160,8,good
2873,12453,160,13,good
2874,12453,160,23,good
2875,12453,160,47,good
2876,12453,160,126,good
2877,12453,160,179,good
2878,12453,160,227,good
2879,12453,160,348,good
2880,12453,160,848,good
2881,12453,247,5,bad
2882,12453,247,8,bad
2883,12453,247,13,bad
2884,12453,247,23,bad
2885,12453,247,47,bad
2886,12453,247,126,bad
2887,12453,247,179,bad
2888,12453,247,227,bad
2889,12453,247,348,bad
2890,12453,247,848,bad
2891,12453,640,5,good
2892,12453,640,8,good
2893,12453,640,13,good
2894,12453,640,23,good
2895,12453,640,47,good
2896,12453,640,126,good
2897,12453,640,179,good
2898,12453,640,227,good
2899,12453,640,348,good
2900,12453,640,848,good
2901,13224,580,5,bad
2902,13224,580,8,bad
2903,13224,580,13,bad
2904,13224,580,23,bad
2905,13224,580,47,bad
2906,13224,580,126,bad
2907,13224,580,179,bad
2908,13224,580,227,bad
2909,13224,580,348,bad
2910,13224,580,848,bad
2911,13224,553,5,bad
2912,13224,553,8,bad
2913,13224,553,13,bad
2914,13224,553,23,bad
2915,13224,553,47,bad
2916,13224,553,126,bad
2917,13224,553,179,bad
2918,13224,553,227,bad
2919,13224,553,348,bad
2920,13224,553,848,bad
2921,13224,304,5,bad
2922,13224,304,8,bad
2923,13224,304,13,bad
2924,13224,304,23,bad
2925,13224,304,47,bad
2926,13224,304,126,bad
2927,13224,304,179,bad
2928,13224,304,227,bad
2929,13224,304,348,bad
2930,13224,304,848,bad
2931,13224,288,5,good
2932,13224,288,8,good
2933,13224,288,13,good
2934,13224,288,23,good
2935,13224,288,47,good
2936,13224,288,126,good
2937,13224,288,179,good
2938,13224,288,227,good
2939,13224,288,348,good
2940,13224,288,848,good
2941,13224,768,5,good
2942,13224,768,8,good
2943,13224,768,13,good
2944,13224,768,23,good
2945,13224,768,47,good
2946,13224,768,126,good
2947,13224,768,179,good
2948,13224,768,227,good
2949,13224,768,348,good
2950,13224,768,848,good
2951,13224,960,5,good
2952,13224,960,8,good
2953,13224,960,13,good
2954,13224,960,23,good
2955,13224,960,47,good
2956,13224,960,126,good
2957,13224,960,179,good
2958,13224,960,227,good
2959,13224,960,348,good
2960,13224,960,848,good
2961,13224,215,5,bad
2962,13224,215,8,bad
2963,13224,215,13,bad
2964,13224,215,23,bad
2965,13224,215,47,bad
2966,13224,215,126,bad
2967,13224,215,179,bad
2968,13224,215,227,bad
2969,13224,215,348,bad
2970,13224,215,848,bad
2971,13224,160,5,good
2972,13224,160,8,good
2973,13224,160,13,good
2974,13224,160,23,good
2975,13224,160,47,good
2976,13224,160,126,good
2977,13224,160,179,good
2978,13224,160,227,good
2979,13224,160,348,good
2980,13224,160,848,good
2981,13224,247,5,bad
2982,13224,247,8,bad
2983,13224,247,13,bad
2984,13224,247,23,bad
2985,13224,247,47,bad
2986,13224,247,126,bad
2987,13224,247,179,bad
2988,13224,247,227,bad
2989,13224,247,348,bad
2990,13224,247,848,bad
2991,13224,640,5,good
2992,13224,640,8,good
2993,13224,640,13,good
2994,13224,640,23,good
2995,13224,640,47,good
2996,13224,640,126,good
2997,13224,640,179,good
2998,13224,640,227,good
2999,13224,640,348,good
3000,13224,640,848,good
3001,13948,580,5,bad
3002,13948,580,8,bad
3003,13948,580,13,bad
3004,13948,580,23,bad
3005,13948,580,47,bad
3006,13948,580,126,bad
3007,13948,580,179,bad
3008,13948,580,227,bad
3009,13948,580,348,bad
3010,13948,580,848,bad
3011,13948,553,5,bad
3012,13948,553,8,bad
3013,13948,553,13,bad
3014,13948,553,23,bad
3015,13948,553,47,bad
3016,13948,553,126,bad
3017,13948,553,179,bad
3018,13948,553,227,bad
3019,13948,553,348,bad
3020,13948,553,848,bad
3021,13948,304,5,bad
3022,13948,304,8,bad
3023,13948,304,13,bad
3024,13948,304,23,bad
3025,13948,304,47,bad
3026,13948,304,126,bad
3027,13948,304,179,bad
3028,13948,304,227,bad
3029,13948,304,348,bad
3030,13948,304,848,bad
3031,13948,288,5,good
3032,13948,288,8,good
3033,13948,288,13,good
3034,13948,288,23,good
3035,13948,288,47,good
3036,13948,288,126,good
3037,13948,288,179,good
3038,13948,288,227,good
3039,13948,288,348,good
3040,13948,288,848,good
3041,13948,768,5,good
3042,13948,768,8,good
3043,13948,768,13,good
3044,13948,768,23,good
3045,13948,768,47,good
3046,13948,768,126,good
3047,13948,768,179,good
3048,13948,768,227,good
3049,13948,768,348,good
3050,13948,768,848,good
3051,13948,960,5,good
3052,13948,960,8,good
3053,13948,960,13,good
3054,13948,960,23,good
3055,13948,960,47,good
3056,13948,960,126,good
3057,13948,960,179,good
3058,13948,960,227,good
3059,13948,960,348,good
3060,13948,960,848,good
3061,13948,215,5,bad
3062,13948,215,8,bad
3063,13948,215,13,bad
3064,13948,215,23,bad
3065,13948,215,47,bad
3066,13948,215,126,bad
3067,13948,215,179,bad
3068,13948,215,227,bad
3069,13948,215,348,bad
3070,13948,215,848,bad
3071,13948,160,5,good
3072,13948,160,8,good
3073,13948,160,13,good
3074,13948,160,23,good
3075,13948,160,47,good
3076,13948,160,126,good
3077,13948,160,179,good
3078,13948,160,227,good
3079,13948,160,348,good
3080,13948,160,848,good
3081,13948,247,5,bad
3082,13948,247,8,bad
3083,13948,247,13,bad
3084,13948,247,23,bad
3085,13948,247,47,bad
3086,13948,247,126,bad
3087,13948,247,179,bad
3088,13948,247,227,bad
3089,13948,247,348,bad
3090,13948,247,848,bad
3091,13948,640,5,good
3092,13948,640,8,good
3093,13948,640,13,good
3094,13948,640,23,good
3095,13948,640,47,good
3096,13948,640,126,good
3097,13948,640,179,good
3098,13948,640,227,good
3099,13948,640,348,good
3100,13948,640,848,good
3101,14389,580,5,bad
3102,14389,580,8,bad
3103,14389,580,13,bad
3104,14389,580,23,bad
3105,14389,580,47,bad
3106,14389,580,126,bad
3107,14389,580,179,bad
3108,14389,580,227,bad
3109,14389,580,348,bad
3110,14389,580,848,bad
3111,14389,553,5,bad
3112,14389,553,8,bad
3113,14389,553,13,bad
3114,14389,553,23,bad
3115,14389,553,47,bad
3116,14389,553,126,bad
3117,14389,553,179,bad
3118,14389,553,227,bad
3119,14389,553,348,bad
3120,14389,553,848,bad
3121,14389,304,5,bad
3122,14389,304,8,bad
3123,14389,304,13,bad
3124,14389,304,23,bad
3125,14389,304,47,bad
3126,14389,304,126,bad
3127,14389,304,179,bad
3128,14389,304,227,bad
3129,14389,304,348,bad
3130,14389,304,848,bad
3131,14389,288,5,good
3132,14389,288,8,good
3133,14389,288,13,good
3134,14389,288,23,good
3135,14389,288,47,good
3136,14389,288,126,good
3137,14389,288,179,good
3138,14389,288,227,good
3139,14389,288,348,good
3140,14389,288,848,good
3141,14389,768,5,good
3142,14389,768,8,good
3143,14389,768,13,good
3144,14389,768,23,good
3145,14389,768,47,good
3146,14389,768,126,good
3147,14389,768,179,good
3148,14389,768,227,good
3149,14389,768,348,good
3150,14389,768,848,good
3151,14389,960,5,good
3152,14389,960,8,good
3153,14389,960,13,good
3154,14389,960,23,good
3155,14389,960,47,good
3156,14389,960,126,good
3157,14389,960,179,good
3158,14389,960,227,good
3159,14389,960,348,good
3160,14389,960,848,good
3161,14389,215,5,bad
3162,14389,215,8,bad
3163,14389,215,13,bad
3164,14389,215,23,bad
3165,14389,215,47,bad
3166,14389,215,126,bad
3167,14389,215,179,bad
3168,14389,215,227,bad
3169,14389,215,348,bad
3170,14389,215,848,bad
3171,14389,160,5,good
3172,14389,160,8,good
3173,14389,160,13,good
3174,14389,160,23,good
3175,14389,160,47,good
3176,14389,160,126,good
3177,14389,160,179,good
3178,14389,160,227,good
3179,14389,160,348,good
3180,14389,160,848,good
3181,14389,247,5,bad
3182,14389,247,8,bad
3183,14389,247,13,bad
3184,14389,247,23,bad
3185,14389,247,47,bad
3186,14389,247,126,bad
3187,14389,247,179,bad
3188,14389,247,227,bad
3189,14389,247,348,bad
3190,14389,247,848,bad
3191,14389,640,5,good
3192,14389,640,8,good
3193,14389,640,13,good
3194,14389,640,23,good
3195,14389,640,47,good
3196,14389,640,126,good
3197,14389,640,179,good
3198,14389,640,227,good
3199,14389,640,348,good
3200,14389,640,848,good
3201,19607,580,5,bad
3202,19607,580,8,bad
3203,19607,580,13,bad
3204,19607,580,23,bad
3205,19607,580,47,bad
3206,19607,580,126,bad
3207,19607,580,179,bad
3208,19607,580,227,bad
3209,19607,580,348,bad
3210,19607,580,848,bad
3211,19607,553,5,bad
3212,19607,553,8,bad
3213,19607,553,13,bad
3214,19607,553,23,bad
3215,19607,553,47,bad
3216,19607,553,126,bad
3217,19607,553,179,bad
3218,19607,553,227,bad
3219,19607,553,348,bad
3220,19607,553,848,bad
3221,19607,304,5,bad
3222,19607,304,8,bad
3223,19607,304,13,bad
3224,19607,304,23,bad
3225,19607,304,47,bad
3226,19607,304,126,bad
3227,19607,304,179,bad
3228,19607,304,227,bad
3229,19607,304,348,bad
3230,19607,304,848,bad
3231,19607,288,5,good
3232,19607,288,8,good
3233,19607,288,13,good
3234,19607,288,23,good
3235,19607,288,47,good
3236,19607,288,126,good
3237,19607,288,179,good
3238,19607,288,227,good
3239,19607,288,348,good
3240,19607,288,848,good
3241,19607,768,5,good
3242,19607,768,8,good
3243,19607,768,13,good
3244,19607,768,23,good
3245,19607,768,47,good
3246,19607,768,126,good
3247,19607,768,179,good
3248,19607,768,227,good
3249,19607,768,348,good
3250,19607,768,848,good
3251,19607,960,5,good
3252,19607,960,8,good
3253,19607,960,13,good
3254,19607,960,23,good
3255,19607,960,47,good
3256,19607,960,126,good
3257,19607,960,179,good
3258,19607,960,227,good
3259,19607,960,348,good
3260,19607,960,848,good
3261,19607,215,5,bad
3262,19607,215,8,bad
3263,19607,215,13,bad
3264,19607,215,23,bad
3265,19607,215,47,bad
3266,19607,215,126,bad
3267,19607,215,179,bad
3268,19607,215,227,bad
3269,19607,215,348,bad
3270,19607,215,848,bad
3271,19607,160,5,good
3272,19607,160,8,good
3273,19607,160,13,good
3274,19607,160,23,good
3275,19607,160,47,good
3276,19607,160,126,good
3277,19607,160,179,good
3278,19607,160,227,good
3279,19607,160,348,good
3280,19607,160,848,good
3281,19607,247,5,bad
3282,19607,247,8,bad
3283,19607,247,13,bad
3284,19607,247,23,bad
3285,19607,247,47,bad
3286,19607,247,126,bad
3287,19607,247,179,bad
3288,19607,247,227,bad
3289,19607,247,348,bad
3290,19607,247,848,bad
3291,19607,640,5,good
3292,19607,640,8,good
3293,19607,640,13,good
3294,19607,640,23,good
3295,19607,640,47,good
3296,19607,640,126,good
3297,19607,640,179,good
3298,19607,640,227,good
3299,19607,640,348,good
3300,19607,640,848,good
3301,28244,580,5,bad
3302,28244,580,8,bad
3303,28244,580,13,bad
3304,28244,580,23,bad
3305,28244,580,47,bad
3306,28244,580,126,bad
3307,28244,580,179,bad
3308,28244,580,227,bad
3309,28244,580,348,bad
3310,28244,580,848,bad
3311,28244,553,5,bad
3312,28244,553,8,bad
3313,28244,553,13,bad
3314,28244,553,23,bad
3315,28244,553,47,bad
3316,28244,553,126,bad
3317,28244,553,179,bad
3318,28244,553,227,bad
3319,28244,553,348,bad
3320,28244,553,848,bad
3321,28244,304,5,bad
3322,28244,304,8,bad
3323,28244,304,13,bad
3324,28244,304,23,bad
3325,28244,304,47,bad
3326,28244,304,126,bad
3327,28244,304,179,bad
3328,28244,304,227,bad
3329,28244,304,348,bad
3330,28244,304,848,bad
3331,28244,288,5,good
3332,28244,288,8,good
3333,28244,288,13,good
3334,28244,288,23,good
3335,28244,288,47,good
3336,28244,288,126,good
3337,28244,288,179,good
